employee_id,first_name,last_name,email,phone,date_of_birth,gender,address,city,department,position,hire_date,salary,employment_type,status,manager,notes
EMP0251,First0251,Last0251,emp0251@example.com,0800000251,1980-03-14,female,Addr_0251_HaNoi,HaNoi,HR,Engineer,2017-07-25,273501284.00,contract,resigned,Manager_0011,demo_data
EMP0252,First0252,Last0252,emp0252@example.com,0800000252,1996-07-10,other,Addr_0252_HoChiMinh,HoChiMinh,Support,Specialist,2024-06-02,1337620028.00,intern,terminated,Manager_0012,demo_data
EMP0253,First0253,Last0253,emp0253@example.com,0800000253,1997-03-20,male,Addr_0253_DaNang,DaNang,Sales,Staff,2021-04-28,1150650260.00,full-time,active,Manager_0013,demo_data
EMP0254,First0254,Last0254,emp0254@example.com,0800000254,1993-08-31,female,Addr_0254_HaiPhong,HaiPhong,Marketing,Senior,2017-12-25,618640088.00,part-time,on-leave,Manager_0014,demo_data
EMP0255,First0255,Last0255,emp0255@example.com,0800000255,1987-03-01,other,Addr_0255_CanTho,CanTho,Operations,Lead,2024-08-31,966477599.00,contract,resigned,Manager_0015,demo_data
EMP0256,First0256,Last0256,emp0256@example.com,0800000256,1996-04-19,male,Addr_0256_Hue,Hue,Finance,Manager,2021-09-13,757650130.00,intern,terminated,Manager_0016,demo_data
EMP0257,First0257,Last0257,emp0257@example.com,0800000257,1996-12-13,female,Addr_0257_NhaTrang,NhaTrang,IT,Analyst,2022-06-08,671741882.00,full-time,active,Manager_0017,demo_data
EMP0258,First0258,Last0258,emp0258@example.com,0800000258,1985-12-05,other,Addr_0258_VungTau,VungTau,HR,Engineer,2020-12-18,795522053.00,part-time,on-leave,Manager_0018,demo_data
EMP0259,First0259,Last0259,emp0259@example.com,0800000259,2004-04-03,male,Addr_0259_BinhDuong,BinhDuong,Support,Specialist,2025-05-19,1966362977.00,contract,resigned,Manager_0019,demo_data
EMP0260,First0260,Last0260,emp0260@example.com,0800000260,1985-11-13,female,Addr_0260_BacNinh,BacNinh,Sales,Staff,2016-03-04,1138896625.00,intern,terminated,Manager_0020,demo_data
EMP0261,First0261,Last0261,emp0261@example.com,0800000261,2001-01-12,other,Addr_0261_HaNoi,HaNoi,Marketing,Senior,2024-07-30,1547014750.00,full-time,active,Manager_0021,demo_data
EMP0262,First0262,Last0262,emp0262@example.com,0800000262,2003-01-03,male,Addr_0262_HoChiMinh,HoChiMinh,Operations,Lead,2016-07-14,1364051932.00,part-time,on-leave,Manager_0022,demo_data
EMP0263,First0263,Last0263,emp0263@example.com,0800000263,2001-08-15,female,Addr_0263_DaNang,DaNang,Finance,Manager,2016-11-08,1501185884.00,contract,resigned,Manager_0023,demo_data
EMP0264,First0264,Last0264,emp0264@example.com,0800000264,2004-09-14,other,Addr_0264_HaiPhong,HaiPhong,IT,Analyst,2019-05-05,555999122.00,intern,terminated,Manager_0024,demo_data
EMP0265,First0265,Last0265,emp0265@example.com,0800000265,2001-05-12,male,Addr_0265_CanTho,CanTho,HR,Engineer,2017-06-16,294839271.00,full-time,active,Manager_0025,demo_data
EMP0266,First0266,Last0266,emp0266@example.com,0800000266,1984-06-01,female,Addr_0266_Hue,Hue,Support,Specialist,2015-09-09,1679788137.00,part-time,on-leave,Manager_0026,demo_data
EMP0267,First0267,Last0267,emp0267@example.com,0800000267,1998-05-11,other,Addr_0267_NhaTrang,NhaTrang,Sales,Staff,2019-05-24,1062323976.00,contract,resigned,Manager_0027,demo_data
EMP0268,First0268,Last0268,emp0268@example.com,0800000268,1985-04-23,male,Addr_0268_VungTau,VungTau,Marketing,Senior,2020-08-24,1562354440.00,intern,terminated,Manager_0028,demo_data
EMP0269,First0269,Last0269,emp0269@example.com,0800000269,1997-05-02,female,Addr_0269_BinhDuong,BinhDuong,Operations,Lead,2023-10-25,1721664767.00,full-time,active,Manager_0029,demo_data
EMP0270,First0270,Last0270,emp0270@example.com,0800000270,1990-05-19,other,Addr_0270_BacNinh,BacNinh,Finance,Manager,2015-10-11,2087640795.00,part-time,on-leave,Manager_0030,demo_data
EMP0271,First0271,Last0271,emp0271@example.com,0800000271,1999-01-22,male,Addr_0271_HaNoi,HaNoi,IT,Analyst,2023-04-24,344968900.00,contract,resigned,Manager_0031,demo_data
EMP0272,First0272,Last0272,emp0272@example.com,0800000272,1980-07-23,female,Addr_0272_HoChiMinh,HoChiMinh,HR,Engineer,2017-07-27,1708257627.00,intern,terminated,Manager_0032,demo_data
EMP0273,First0273,Last0273,emp0273@example.com,0800000273,1993-06-09,other,Addr_0273_DaNang,DaNang,Support,Specialist,2017-07-27,1426422281.00,full-time,active,Manager_0033,demo_data
EMP0274,First0274,Last0274,emp0274@example.com,0800000274,2001-07-01,male,Addr_0274_HaiPhong,HaiPhong,Sales,Staff,2021-06-19,1196275530.00,part-time,on-leave,Manager_0034,demo_data
EMP0275,First0275,Last0275,emp0275@example.com,0800000275,1991-06-13,female,Addr_0275_CanTho,CanTho,Marketing,Senior,2022-03-02,1543452168.00,contract,resigned,Manager_0035,demo_data
EMP0276,First0276,Last0276,emp0276@example.com,0800000276,1988-10-03,other,Addr_0276_Hue,Hue,Operations,Lead,2024-05-27,1875348513.00,intern,terminated,Manager_0036,demo_data
EMP0277,First0277,Last0277,emp0277@example.com,0800000277,2002-09-07,male,Addr_0277_NhaTrang,NhaTrang,Finance,Manager,2019-12-13,380177976.00,full-time,active,Manager_0037,demo_data
EMP0278,First0278,Last0278,emp0278@example.com,0800000278,1984-10-01,female,Addr_0278_VungTau,VungTau,IT,Analyst,2022-12-19,1015455818.00,part-time,on-leave,Manager_0038,demo_data
EMP0279,First0279,Last0279,emp0279@example.com,0800000279,1981-06-15,other,Addr_0279_BinhDuong,BinhDuong,HR,Engineer,2016-10-03,1171677814.00,contract,resigned,Manager_0039,demo_data
EMP0280,First0280,Last0280,emp0280@example.com,0800000280,2003-08-13,male,Addr_0280_BacNinh,BacNinh,Support,Specialist,2016-12-09,1396748014.00,intern,terminated,Manager_0040,demo_data
EMP0281,First0281,Last0281,emp0281@example.com,0800000281,1987-07-28,female,Addr_0281_HaNoi,HaNoi,Sales,Staff,2018-05-09,1904143613.00,full-time,active,Manager_0001,demo_data
EMP0282,First0282,Last0282,emp0282@example.com,0800000282,1988-02-12,other,Addr_0282_HoChiMinh,HoChiMinh,Marketing,Senior,2023-12-03,2014646119.00,part-time,on-leave,Manager_0002,demo_data
EMP0283,First0283,Last0283,emp0283@example.com,0800000283,1980-02-07,male,Addr_0283_DaNang,DaNang,Operations,Lead,2015-06-26,1666805498.00,contract,resigned,Manager_0003,demo_data
EMP0284,First0284,Last0284,emp0284@example.com,0800000284,1991-03-15,female,Addr_0284_HaiPhong,HaiPhong,Finance,Manager,2016-12-06,196919460.00,intern,terminated,Manager_0004,demo_data
EMP0285,First0285,Last0285,emp0285@example.com,0800000285,2000-06-22,other,Addr_0285_CanTho,CanTho,IT,Analyst,2025-03-19,58643444.00,full-time,active,Manager_0005,demo_data
EMP0286,First0286,Last0286,emp0286@example.com,0800000286,2005-07-11,male,Addr_0286_Hue,Hue,HR,Engineer,2019-04-22,671338331.00,part-time,on-leave,Manager_0006,demo_data
EMP0287,First0287,Last0287,emp0287@example.com,0800000287,1995-12-30,female,Addr_0287_NhaTrang,NhaTrang,Support,Specialist,2016-04-05,69055514.00,contract,resigned,Manager_0007,demo_data
EMP0288,First0288,Last0288,emp0288@example.com,0800000288,2000-07-22,other,Addr_0288_VungTau,VungTau,Sales,Staff,2015-08-15,758018336.00,intern,terminated,Manager_0008,demo_data
EMP0289,First0289,Last0289,emp0289@example.com,0800000289,1984-11-19,male,Addr_0289_BinhDuong,BinhDuong,Marketing,Senior,2017-03-14,1218508839.00,full-time,active,Manager_0009,demo_data
EMP0290,First0290,Last0290,emp0290@example.com,0800000290,2000-05-31,female,Addr_0290_BacNinh,BacNinh,Operations,Lead,2022-12-12,477215253.00,part-time,on-leave,Manager_0010,demo_data
EMP0291,First0291,Last0291,emp0291@example.com,0800000291,1986-04-25,other,Addr_0291_HaNoi,HaNoi,Finance,Manager,2021-03-20,326852114.00,contract,resigned,Manager_0011,demo_data
EMP0292,First0292,Last0292,emp0292@example.com,0800000292,1996-12-15,male,Addr_0292_HoChiMinh,HoChiMinh,IT,Analyst,2018-11-05,2154395009.00,intern,terminated,Manager_0012,demo_data
EMP0293,First0293,Last0293,emp0293@example.com,0800000293,2005-08-13,female,Addr_0293_DaNang,DaNang,HR,Engineer,2022-10-27,754551896.00,full-time,active,Manager_0013,demo_data
EMP0294,First0294,Last0294,emp0294@example.com,0800000294,1996-04-20,other,Addr_0294_HaiPhong,HaiPhong,Support,Specialist,2024-03-19,337111570.00,part-time,on-leave,Manager_0014,demo_data
EMP0295,First0295,Last0295,emp0295@example.com,0800000295,1992-09-17,male,Addr_0295_CanTho,CanTho,Sales,Staff,2020-08-14,358712503.00,contract,resigned,Manager_0015,demo_data
EMP0296,First0296,Last0296,emp0296@example.com,0800000296,2001-02-15,female,Addr_0296_Hue,Hue,Marketing,Senior,2019-08-07,1493278065.00,intern,terminated,Manager_0016,demo_data
EMP0297,First0297,Last0297,emp0297@example.com,0800000297,1986-03-09,other,Addr_0297_NhaTrang,NhaTrang,Operations,Lead,2019-11-30,473659348.00,full-time,active,Manager_0017,demo_data
EMP0298,First0298,Last0298,emp0298@example.com,0800000298,1999-02-03,male,Addr_0298_VungTau,VungTau,Finance,Manager,2015-07-08,54838030.00,part-time,on-leave,Manager_0018,demo_data
EMP0299,First0299,Last0299,emp0299@example.com,0800000299,1991-07-22,female,Addr_0299_BinhDuong,BinhDuong,IT,Analyst,2019-07-10,304504977.00,contract,resigned,Manager_0019,demo_data
EMP0300,First0300,Last0300,emp0300@example.com,0800000300,1996-12-09,other,Addr_0300_BacNinh,BacNinh,HR,Engineer,2020-06-26,1423239422.00,intern,terminated,Manager_0020,demo_data
EMP0301,First0301,Last0301,emp0301@example.com,0800000301,2005-02-05,male,Addr_0301_HaNoi,HaNoi,Support,Specialist,2025-06-11,1189366667.00,full-time,active,Manager_0021,demo_data
EMP0302,First0302,Last0302,emp0302@example.com,0800000302,2002-09-28,female,Addr_0302_HoChiMinh,HoChiMinh,Sales,Staff,2024-02-21,646335564.00,part-time,on-leave,Manager_0022,demo_data
EMP0303,First0303,Last0303,emp0303@example.com,0800000303,1996-01-26,other,Addr_0303_DaNang,DaNang,Marketing,Senior,2022-11-18,148579850.00,contract,resigned,Manager_0023,demo_data
EMP0304,First0304,Last0304,emp0304@example.com,0800000304,1999-10-02,male,Addr_0304_HaiPhong,HaiPhong,Operations,Lead,2023-06-01,997938830.00,intern,terminated,Manager_0024,demo_data
EMP0305,First0305,Last0305,emp0305@example.com,0800000305,1984-02-22,female,Addr_0305_CanTho,CanTho,Finance,Manager,2022-08-10,781857925.00,full-time,active,Manager_0025,demo_data
EMP0306,First0306,Last0306,emp0306@example.com,0800000306,2000-06-12,other,Addr_0306_Hue,Hue,IT,Analyst,2021-10-04,1136600052.00,part-time,on-leave,Manager_0026,demo_data
EMP0307,First0307,Last0307,emp0307@example.com,0800000307,1999-08-05,male,Addr_0307_NhaTrang,NhaTrang,HR,Engineer,2022-05-27,1026073254.00,contract,resigned,Manager_0027,demo_data
EMP0308,First0308,Last0308,emp0308@example.com,0800000308,2005-01-11,female,Addr_0308_VungTau,VungTau,Support,Specialist,2023-12-17,457797789.00,intern,terminated,Manager_0028,demo_data
EMP0309,First0309,Last0309,emp0309@example.com,0800000309,1997-02-13,other,Addr_0309_BinhDuong,BinhDuong,Sales,Staff,2025-07-05,95119350.00,full-time,active,Manager_0029,demo_data
EMP0310,First0310,Last0310,emp0310@example.com,0800000310,2000-09-10,male,Addr_0310_BacNinh,BacNinh,Marketing,Senior,2022-12-23,1392831562.00,part-time,on-leave,Manager_0030,demo_data
EMP0311,First0311,Last0311,emp0311@example.com,0800000311,2000-08-12,female,Addr_0311_HaNoi,HaNoi,Operations,Lead,2021-02-05,940338660.00,contract,resigned,Manager_0031,demo_data
EMP0312,First0312,Last0312,emp0312@example.com,0800000312,2002-01-31,other,Addr_0312_HoChiMinh,HoChiMinh,Finance,Manager,2022-02-06,2119209810.00,intern,terminated,Manager_0032,demo_data
EMP0313,First0313,Last0313,emp0313@example.com,0800000313,1990-02-02,male,Addr_0313_DaNang,DaNang,IT,Analyst,2015-04-28,690140407.00,full-time,active,Manager_0033,demo_data
EMP0314,First0314,Last0314,emp0314@example.com,0800000314,1980-12-06,female,Addr_0314_HaiPhong,HaiPhong,HR,Engineer,2021-09-02,1752489363.00,part-time,on-leave,Manager_0034,demo_data
EMP0315,First0315,Last0315,emp0315@example.com,0800000315,2003-02-25,other,Addr_0315_CanTho,CanTho,Support,Specialist,2015-06-02,889502349.00,contract,resigned,Manager_0035,demo_data
EMP0316,First0316,Last0316,emp0316@example.com,0800000316,2002-10-26,male,Addr_0316_Hue,Hue,Sales,Staff,2023-04-02,1704505703.00,intern,terminated,Manager_0036,demo_data
EMP0317,First0317,Last0317,emp0317@example.com,0800000317,1994-04-27,female,Addr_0317_NhaTrang,NhaTrang,Marketing,Senior,2025-05-08,1840709555.00,full-time,active,Manager_0037,demo_data
EMP0318,First0318,Last0318,emp0318@example.com,0800000318,1997-04-18,other,Addr_0318_VungTau,VungTau,Operations,Lead,2021-07-05,1793530378.00,part-time,on-leave,Manager_0038,demo_data
EMP0319,First0319,Last0319,emp0319@example.com,0800000319,1999-01-13,male,Addr_0319_BinhDuong,BinhDuong,Finance,Manager,2016-07-13,2013832389.00,contract,resigned,Manager_0039,demo_data
EMP0320,First0320,Last0320,emp0320@example.com,0800000320,1983-05-25,female,Addr_0320_BacNinh,BacNinh,IT,Analyst,2018-03-01,698684147.00,intern,terminated,Manager_0040,demo_data
EMP0321,First0321,Last0321,emp0321@example.com,0800000321,1991-11-22,other,Addr_0321_HaNoi,HaNoi,HR,Engineer,2018-09-23,53006783.00,full-time,active,Manager_0001,demo_data
EMP0322,First0322,Last0322,emp0322@example.com,0800000322,1993-10-23,male,Addr_0322_HoChiMinh,HoChiMinh,Support,Specialist,2016-12-12,2158972894.00,part-time,on-leave,Manager_0002,demo_data
EMP0323,First0323,Last0323,emp0323@example.com,0800000323,1997-04-28,female,Addr_0323_DaNang,DaNang,Sales,Staff,2018-06-25,1616553091.00,contract,resigned,Manager_0003,demo_data
EMP0324,First0324,Last0324,emp0324@example.com,0800000324,2003-10-17,other,Addr_0324_HaiPhong,HaiPhong,Marketing,Senior,2016-02-04,1480077703.00,intern,terminated,Manager_0004,demo_data
EMP0325,First0325,Last0325,emp0325@example.com,0800000325,1984-08-14,male,Addr_0325_CanTho,CanTho,Operations,Lead,2017-10-22,1472694594.00,full-time,active,Manager_0005,demo_data
EMP0326,First0326,Last0326,emp0326@example.com,0800000326,2005-05-09,female,Addr_0326_Hue,Hue,Finance,Manager,2023-12-14,1736298803.00,part-time,on-leave,Manager_0006,demo_data
EMP0327,First0327,Last0327,emp0327@example.com,0800000327,1998-08-31,other,Addr_0327_NhaTrang,NhaTrang,IT,Analyst,2021-05-06,867765674.00,contract,resigned,Manager_0007,demo_data
EMP0328,First0328,Last0328,emp0328@example.com,0800000328,1982-02-12,male,Addr_0328_VungTau,VungTau,HR,Engineer,2016-05-14,1053541182.00,intern,terminated,Manager_0008,demo_data
EMP0329,First0329,Last0329,emp0329@example.com,0800000329,1985-07-02,female,Addr_0329_BinhDuong,BinhDuong,Support,Specialist,2015-07-05,1795014152.00,full-time,active,Manager_0009,demo_data
EMP0330,First0330,Last0330,emp0330@example.com,0800000330,2000-10-31,other,Addr_0330_BacNinh,BacNinh,Sales,Staff,2015-05-25,1823380859.00,part-time,on-leave,Manager_0010,demo_data
EMP0331,First0331,Last0331,emp0331@example.com,0800000331,1998-10-07,male,Addr_0331_HaNoi,HaNoi,Marketing,Senior,2017-06-14,446815251.00,contract,resigned,Manager_0011,demo_data
EMP0332,First0332,Last0332,emp0332@example.com,0800000332,1988-01-18,female,Addr_0332_HoChiMinh,HoChiMinh,Operations,Lead,2023-02-28,1766027282.00,intern,terminated,Manager_0012,demo_data
EMP0333,First0333,Last0333,emp0333@example.com,0800000333,1995-07-02,other,Addr_0333_DaNang,DaNang,Finance,Manager,2019-12-28,171856010.00,full-time,active,Manager_0013,demo_data
EMP0334,First0334,Last0334,emp0334@example.com,0800000334,1991-10-06,male,Addr_0334_HaiPhong,HaiPhong,IT,Analyst,2021-05-14,753762620.00,part-time,on-leave,Manager_0014,demo_data
EMP0335,First0335,Last0335,emp0335@example.com,0800000335,1989-10-01,female,Addr_0335_CanTho,CanTho,HR,Engineer,2024-02-12,190917453.00,contract,resigned,Manager_0015,demo_data
EMP0336,First0336,Last0336,emp0336@example.com,0800000336,2000-11-30,other,Addr_0336_Hue,Hue,Support,Specialist,2021-09-25,792433533.00,intern,terminated,Manager_0016,demo_data
EMP0337,First0337,Last0337,emp0337@example.com,0800000337,1981-04-11,male,Addr_0337_NhaTrang,NhaTrang,Sales,Staff,2021-09-08,537724913.00,full-time,active,Manager_0017,demo_data
EMP0338,First0338,Last0338,emp0338@example.com,0800000338,1991-08-13,female,Addr_0338_VungTau,VungTau,Marketing,Senior,2023-01-18,1803035327.00,part-time,on-leave,Manager_0018,demo_data
EMP0339,First0339,Last0339,emp0339@example.com,0800000339,1994-03-07,other,Addr_0339_BinhDuong,BinhDuong,Operations,Lead,2020-08-08,1913285559.00,contract,resigned,Manager_0019,demo_data
EMP0340,First0340,Last0340,emp0340@example.com,0800000340,1990-10-21,male,Addr_0340_BacNinh,BacNinh,Finance,Manager,2018-02-14,123305423.00,intern,terminated,Manager_0020,demo_data
EMP0341,First0341,Last0341,emp0341@example.com,0800000341,1988-10-06,female,Addr_0341_HaNoi,HaNoi,IT,Analyst,2016-11-27,1867968507.00,full-time,active,Manager_0021,demo_data
EMP0342,First0342,Last0342,emp0342@example.com,0800000342,1995-06-10,other,Addr_0342_HoChiMinh,HoChiMinh,HR,Engineer,2021-01-26,274853248.00,part-time,on-leave,Manager_0022,demo_data
EMP0343,First0343,Last0343,emp0343@example.com,0800000343,1991-09-21,male,Addr_0343_DaNang,DaNang,Support,Specialist,2018-08-24,1195417706.00,contract,resigned,Manager_0023,demo_data
EMP0344,First0344,Last0344,emp0344@example.com,0800000344,1994-03-21,female,Addr_0344_HaiPhong,HaiPhong,Sales,Staff,2021-10-14,649023374.00,intern,terminated,Manager_0024,demo_data
EMP0345,First0345,Last0345,emp0345@example.com,0800000345,1985-02-13,other,Addr_0345_CanTho,CanTho,Marketing,Senior,2020-08-09,146396707.00,full-time,active,Manager_0025,demo_data
EMP0346,First0346,Last0346,emp0346@example.com,0800000346,1980-10-02,male,Addr_0346_Hue,Hue,Operations,Lead,2017-02-19,2071815214.00,part-time,on-leave,Manager_0026,demo_data
EMP0347,First0347,Last0347,emp0347@example.com,0800000347,1994-05-25,female,Addr_0347_NhaTrang,NhaTrang,Finance,Manager,2023-07-10,2112243882.00,contract,resigned,Manager_0027,demo_data
EMP0348,First0348,Last0348,emp0348@example.com,0800000348,1993-11-01,other,Addr_0348_VungTau,VungTau,IT,Analyst,2022-01-15,2165367681.00,intern,terminated,Manager_0028,demo_data
EMP0349,First0349,Last0349,emp0349@example.com,0800000349,1992-11-29,male,Addr_0349_BinhDuong,BinhDuong,HR,Engineer,2025-04-07,405542551.00,full-time,active,Manager_0029,demo_data
EMP0350,First0350,Last0350,emp0350@example.com,0800000350,2005-10-21,female,Addr_0350_BacNinh,BacNinh,Support,Specialist,2019-07-21,590154299.00,part-time,on-leave,Manager_0030,demo_data
EMP0351,First0351,Last0351,emp0351@example.com,0800000351,1983-02-20,other,Addr_0351_HaNoi,HaNoi,Sales,Staff,2025-10-10,165569603.00,contract,resigned,Manager_0031,demo_data
EMP0352,First0352,Last0352,emp0352@example.com,0800000352,1984-09-07,male,Addr_0352_HoChiMinh,HoChiMinh,Marketing,Senior,2021-03-23,1091115703.00,intern,terminated,Manager_0032,demo_data
EMP0353,First0353,Last0353,emp0353@example.com,0800000353,1997-03-08,female,Addr_0353_DaNang,DaNang,Operations,Lead,2017-01-24,1381980605.00,full-time,active,Manager_0033,demo_data
EMP0354,First0354,Last0354,emp0354@example.com,0800000354,2004-03-17,other,Addr_0354_HaiPhong,HaiPhong,Finance,Manager,2016-02-17,1161527020.00,part-time,on-leave,Manager_0034,demo_data
EMP0355,First0355,Last0355,emp0355@example.com,0800000355,2005-01-13,male,Addr_0355_CanTho,CanTho,IT,Analyst,2024-06-26,1461864706.00,contract,resigned,Manager_0035,demo_data
EMP0356,First0356,Last0356,emp0356@example.com,0800000356,2000-03-02,female,Addr_0356_Hue,Hue,HR,Engineer,2018-09-03,1879134763.00,intern,terminated,Manager_0036,demo_data
EMP0357,First0357,Last0357,emp0357@example.com,0800000357,2000-08-10,other,Addr_0357_NhaTrang,NhaTrang,Support,Specialist,2019-12-04,499754003.00,full-time,active,Manager_0037,demo_data
EMP0358,First0358,Last0358,emp0358@example.com,0800000358,2004-11-04,male,Addr_0358_VungTau,VungTau,Sales,Staff,2022-02-24,1966799754.00,part-time,on-leave,Manager_0038,demo_data
EMP0359,First0359,Last0359,emp0359@example.com,0800000359,2001-12-03,female,Addr_0359_BinhDuong,BinhDuong,Marketing,Senior,2025-02-08,2157330652.00,contract,resigned,Manager_0039,demo_data
EMP0360,First0360,Last0360,emp0360@example.com,0800000360,1998-04-07,other,Addr_0360_BacNinh,BacNinh,Operations,Lead,2016-06-22,780831751.00,intern,terminated,Manager_0040,demo_data
EMP0361,First0361,Last0361,emp0361@example.com,0800000361,2000-09-25,male,Addr_0361_HaNoi,HaNoi,Finance,Manager,2021-03-22,1057981747.00,full-time,active,Manager_0001,demo_data
EMP0362,First0362,Last0362,emp0362@example.com,0800000362,1996-07-03,female,Addr_0362_HoChiMinh,HoChiMinh,IT,Analyst,2024-09-25,1548406165.00,part-time,on-leave,Manager_0002,demo_data
EMP0363,First0363,Last0363,emp0363@example.com,0800000363,1995-06-18,other,Addr_0363_DaNang,DaNang,HR,Engineer,2022-02-23,380973023.00,contract,resigned,Manager_0003,demo_data
EMP0364,First0364,Last0364,emp0364@example.com,0800000364,1995-01-21,male,Addr_0364_HaiPhong,HaiPhong,Support,Specialist,2015-07-08,1354782012.00,intern,terminated,Manager_0004,demo_data
EMP0365,First0365,Last0365,emp0365@example.com,0800000365,1999-04-29,female,Addr_0365_CanTho,CanTho,Sales,Staff,2022-12-27,687332378.00,full-time,active,Manager_0005,demo_data
EMP0366,First0366,Last0366,emp0366@example.com,0800000366,1988-03-10,other,Addr_0366_Hue,Hue,Marketing,Senior,2016-11-10,840003010.00,part-time,on-leave,Manager_0006,demo_data
EMP0367,First0367,Last0367,emp0367@example.com,0800000367,2003-08-19,male,Addr_0367_NhaTrang,NhaTrang,Operations,Lead,2020-06-20,1238128075.00,contract,resigned,Manager_0007,demo_data
EMP0368,First0368,Last0368,emp0368@example.com,0800000368,1992-08-31,female,Addr_0368_VungTau,VungTau,Finance,Manager,2024-06-22,1484182601.00,intern,terminated,Manager_0008,demo_data
EMP0369,First0369,Last0369,emp0369@example.com,0800000369,1981-11-28,other,Addr_0369_BinhDuong,BinhDuong,IT,Analyst,2021-01-15,118798712.00,full-time,active,Manager_0009,demo_data
EMP0370,First0370,Last0370,emp0370@example.com,0800000370,1987-03-30,male,Addr_0370_BacNinh,BacNinh,HR,Engineer,2022-11-29,1029555630.00,part-time,on-leave,Manager_0010,demo_data
EMP0371,First0371,Last0371,emp0371@example.com,0800000371,1993-10-01,female,Addr_0371_HaNoi,HaNoi,Support,Specialist,2021-04-08,1219563555.00,contract,resigned,Manager_0011,demo_data
EMP0372,First0372,Last0372,emp0372@example.com,0800000372,2002-04-08,other,Addr_0372_HoChiMinh,HoChiMinh,Sales,Staff,2015-12-08,1063637624.00,intern,terminated,Manager_0012,demo_data
EMP0373,First0373,Last0373,emp0373@example.com,0800000373,1980-10-29,male,Addr_0373_DaNang,DaNang,Marketing,Senior,2024-11-30,1279078120.00,full-time,active,Manager_0013,demo_data
EMP0374,First0374,Last0374,emp0374@example.com,0800000374,1982-11-09,female,Addr_0374_HaiPhong,HaiPhong,Operations,Lead,2020-07-15,1238779714.00,part-time,on-leave,Manager_0014,demo_data
EMP0375,First0375,Last0375,emp0375@example.com,0800000375,2005-07-12,other,Addr_0375_CanTho,CanTho,Finance,Manager,2020-02-27,1612129785.00,contract,resigned,Manager_0015,demo_data
EMP0376,First0376,Last0376,emp0376@example.com,0800000376,2001-05-12,male,Addr_0376_Hue,Hue,IT,Analyst,2018-04-21,368149256.00,intern,terminated,Manager_0016,demo_data
EMP0377,First0377,Last0377,emp0377@example.com,0800000377,2005-09-24,female,Addr_0377_NhaTrang,NhaTrang,HR,Engineer,2020-06-08,1804090893.00,full-time,active,Manager_0017,demo_data
EMP0378,First0378,Last0378,emp0378@example.com,0800000378,1990-05-16,other,Addr_0378_VungTau,VungTau,Support,Specialist,2024-10-25,1999403203.00,part-time,on-leave,Manager_0018,demo_data
EMP0379,First0379,Last0379,emp0379@example.com,0800000379,1984-07-22,male,Addr_0379_BinhDuong,BinhDuong,Sales,Staff,2023-02-09,1171236700.00,contract,resigned,Manager_0019,demo_data
EMP0380,First0380,Last0380,emp0380@example.com,0800000380,1991-10-21,female,Addr_0380_BacNinh,BacNinh,Marketing,Senior,2015-04-09,2065315713.00,intern,terminated,Manager_0020,demo_data
EMP0381,First0381,Last0381,emp0381@example.com,0800000381,1995-01-02,other,Addr_0381_HaNoi,HaNoi,Operations,Lead,2022-12-27,533129823.00,full-time,active,Manager_0021,demo_data
EMP0382,First0382,Last0382,emp0382@example.com,0800000382,1996-11-10,male,Addr_0382_HoChiMinh,HoChiMinh,Finance,Manager,2018-01-04,2011879677.00,part-time,on-leave,Manager_0022,demo_data
EMP0383,First0383,Last0383,emp0383@example.com,0800000383,2004-05-11,female,Addr_0383_DaNang,DaNang,IT,Analyst,2017-11-05,372387304.00,contract,resigned,Manager_0023,demo_data
EMP0384,First0384,Last0384,emp0384@example.com,0800000384,1981-04-01,other,Addr_0384_HaiPhong,HaiPhong,HR,Engineer,2024-11-19,333160799.00,intern,terminated,Manager_0024,demo_data
EMP0385,First0385,Last0385,emp0385@example.com,0800000385,2004-10-13,male,Addr_0385_CanTho,CanTho,Support,Specialist,2024-02-12,43640182.00,full-time,active,Manager_0025,demo_data
EMP0386,First0386,Last0386,emp0386@example.com,0800000386,1988-06-30,female,Addr_0386_Hue,Hue,Sales,Staff,2018-09-04,1434189653.00,part-time,on-leave,Manager_0026,demo_data
EMP0387,First0387,Last0387,emp0387@example.com,0800000387,2000-12-05,other,Addr_0387_NhaTrang,NhaTrang,Marketing,Senior,2016-04-25,1385204196.00,contract,resigned,Manager_0027,demo_data
EMP0388,First0388,Last0388,emp0388@example.com,0800000388,2000-08-04,male,Addr_0388_VungTau,VungTau,Operations,Lead,2021-10-05,1526735849.00,intern,terminated,Manager_0028,demo_data
EMP0389,First0389,Last0389,emp0389@example.com,0800000389,1980-02-21,female,Addr_0389_BinhDuong,BinhDuong,Finance,Manager,2022-03-17,2022674466.00,full-time,active,Manager_0029,demo_data
EMP0390,First0390,Last0390,emp0390@example.com,0800000390,2003-03-14,other,Addr_0390_BacNinh,BacNinh,IT,Analyst,2022-07-17,1956612336.00,part-time,on-leave,Manager_0030,demo_data
EMP0391,First0391,Last0391,emp0391@example.com,0800000391,2000-05-27,male,Addr_0391_HaNoi,HaNoi,HR,Engineer,2024-06-12,1576263067.00,contract,resigned,Manager_0031,demo_data
EMP0392,First0392,Last0392,emp0392@example.com,0800000392,2004-04-27,female,Addr_0392_HoChiMinh,HoChiMinh,Support,Specialist,2022-11-02,1923166163.00,intern,terminated,Manager_0032,demo_data
