name,email,phone,location,total_spent,order_count,level,created_at,last_purchase_at
Customer_0224,customer0224@example.com,0900000224,HaiPhong,24221571,200,silver,2023-04-10T00:00:00,2025-02-02T10:00:00
Customer_0225,customer0225@example.com,0900000225,CanTho,43719273,246,silver,2023-11-04T00:00:00,2024-01-27T10:00:00
Customer_0226,customer0226@example.com,0900000226,Hue,22284880,162,silver,2023-12-15T00:00:00,2025-04-14T10:00:00
Customer_0227,customer0227@example.com,0900000227,NhaTrang,24551217,165,silver,2025-02-17T00:00:00,2025-12-17T10:00:00
Customer_0228,customer0228@example.com,0900000228,VungTau,34343689,157,silver,2024-01-18T00:00:00,2025-04-25T10:00:00
Customer_0229,customer0229@example.com,0900000229,BinhDuong,29940600,76,silver,2023-03-12T00:00:00,2025-01-21T10:00:00
Customer_0230,customer0230@example.com,0900000230,BacNinh,43294418,248,silver,2025-09-05T00:00:00,2025-08-20T10:00:00
Customer_0231,customer0231@example.com,0900000231,HaNoi,30641451,140,silver,2023-03-22T00:00:00,2024-03-04T10:00:00
Customer_0232,customer0232@example.com,0900000232,HoChiMinh,29442740,198,silver,2025-07-14T00:00:00,2025-03-15T10:00:00
Customer_0233,customer0233@example.com,0900000233,DaNang,20700553,231,silver,2024-01-20T00:00:00,2024-09-22T10:00:00
Customer_0234,customer0234@example.com,0900000234,HaiPhong,48460927,228,silver,2023-08-25T00:00:00,2024-12-05T10:00:00
Customer_0235,customer0235@example.com,0900000235,CanTho,35368661,167,silver,2024-01-03T00:00:00,2024-06-22T10:00:00
Customer_0236,customer0236@example.com,0900000236,Hue,30623676,87,silver,2024-12-03T00:00:00,2025-04-09T10:00:00
Customer_0237,customer0237@example.com,0900000237,NhaTrang,49838087,53,silver,2023-04-15T00:00:00,2025-08-26T10:00:00
Customer_0238,customer0238@example.com,0900000238,VungTau,40097410,77,silver,2023-09-17T00:00:00,2025-05-13T10:00:00
Customer_0239,customer0239@example.com,0900000239,BinhDuong,21577214,31,silver,2024-02-14T00:00:00,2025-02-02T10:00:00
Customer_0240,customer0240@example.com,0900000240,BacNinh,40517027,221,silver,2024-04-21T00:00:00,2024-02-09T10:00:00
Customer_0241,customer0241@example.com,0900000241,HaNoi,28077276,29,silver,2023-01-27T00:00:00,2025-09-25T10:00:00
Customer_0242,customer0242@example.com,0900000242,HoChiMinh,36492447,92,silver,2024-11-05T00:00:00,2025-04-12T10:00:00
Customer_0243,customer0243@example.com,0900000243,DaNang,48324967,247,silver,2024-01-28T00:00:00,2024-07-26T10:00:00
Customer_0244,customer0244@example.com,0900000244,HaiPhong,36082230,203,silver,2023-10-30T00:00:00,2024-05-03T10:00:00
Customer_0245,customer0245@example.com,0900000245,CanTho,31380394,215,silver,2024-10-06T00:00:00,2024-08-09T10:00:00
Customer_0246,customer0246@example.com,0900000246,Hue,49366006,232,silver,2023-03-29T00:00:00,2025-07-13T10:00:00
Customer_0247,customer0247@example.com,0900000247,NhaTrang,41943779,170,silver,2024-10-28T00:00:00,2025-07-06T10:00:00
Customer_0248,customer0248@example.com,0900000248,VungTau,42898250,87,silver,2023-01-17T00:00:00,2025-04-04T10:00:00
Customer_0249,customer0249@example.com,0900000249,BinhDuong,25577136,146,silver,2024-06-15T00:00:00,2024-09-24T10:00:00
Customer_0250,customer0250@example.com,0900000250,BacNinh,39722837,5,silver,2024-09-24T00:00:00,2025-07-05T10:00:00
Customer_0251,customer0251@example.com,0900000251,HaNoi,45554414,180,silver,2023-06-02T00:00:00,2025-02-25T10:00:00
Customer_0252,customer0252@example.com,0900000252,HoChiMinh,40839829,21,silver,2023-04-01T00:00:00,2025-03-21T10:00:00
Customer_0253,customer0253@example.com,0900000253,DaNang,32930481,162,silver,2023-05-03T00:00:00,2025-01-25T10:00:00
Customer_0254,customer0254@example.com,0900000254,HaiPhong,21995142,149,silver,2024-12-09T00:00:00,2024-08-24T10:00:00
Customer_0255,customer0255@example.com,0900000255,CanTho,37812574,193,silver,2024-08-12T00:00:00,2025-07-27T10:00:00
Customer_0256,customer0256@example.com,0900000256,Hue,41284076,14,silver,2024-01-31T00:00:00,2024-07-01T10:00:00
Customer_0257,customer0257@example.com,0900000257,NhaTrang,41622901,111,silver,2025-05-19T00:00:00,2024-07-26T10:00:00
Customer_0258,customer0258@example.com,0900000258,VungTau,35284449,114,silver,2024-03-19T00:00:00,2025-10-02T10:00:00
Customer_0259,customer0259@example.com,0900000259,BinhDuong,49591218,118,silver,2023-04-19T00:00:00,2025-04-23T10:00:00
Customer_0260,customer0260@example.com,0900000260,BacNinh,43739017,42,silver,2023-04-09T00:00:00,2024-09-12T10:00:00
Customer_0261,customer0261@example.com,0900000261,HaNoi,29840112,79,silver,2024-02-15T00:00:00,2025-10-11T10:00:00
Customer_0262,customer0262@example.com,0900000262,HoChiMinh,48164049,243,silver,2025-04-02T00:00:00,2024-12-02T10:00:00
Customer_0263,customer0263@example.com,0900000263,DaNang,47825932,103,silver,2024-02-26T00:00:00,2025-03-31T10:00:00
Customer_0264,customer0264@example.com,0900000264,HaiPhong,43655789,210,silver,2025-03-08T00:00:00,2025-10-07T10:00:00
Customer_0265,customer0265@example.com,0900000265,CanTho,45668417,206,silver,2025-09-02T00:00:00,2024-01-04T10:00:00
Customer_0266,customer0266@example.com,0900000266,Hue,38888238,116,silver,2024-12-13T00:00:00,2024-10-12T10:00:00
Customer_0267,customer0267@example.com,0900000267,NhaTrang,28650575,7,silver,2024-12-31T00:00:00,2024-03-31T10:00:00
Customer_0268,customer0268@example.com,0900000268,VungTau,29027796,245,silver,2023-07-11T00:00:00,2025-01-06T10:00:00
Customer_0269,customer0269@example.com,0900000269,BinhDuong,42788188,224,silver,2023-07-26T00:00:00,2024-11-17T10:00:00
Customer_0270,customer0270@example.com,0900000270,BacNinh,31228384,58,silver,2023-08-27T00:00:00,2024-10-29T10:00:00
Customer_0271,customer0271@example.com,0900000271,HaNoi,24904599,237,silver,2025-07-12T00:00:00,2025-06-12T10:00:00
Customer_0272,customer0272@example.com,0900000272,HoChiMinh,23653928,2,silver,2025-03-11T00:00:00,2024-01-14T10:00:00
Customer_0273,customer0273@example.com,0900000273,DaNang,37236919,36,silver,2024-02-15T00:00:00,2024-03-21T10:00:00
Customer_0274,customer0274@example.com,0900000274,HaiPhong,49693957,136,silver,2025-10-07T00:00:00,2025-05-24T10:00:00
Customer_0275,customer0275@example.com,0900000275,CanTho,30526700,61,silver,2023-05-12T00:00:00,2025-09-22T10:00:00
Customer_0276,customer0276@example.com,0900000276,Hue,41566748,4,silver,2024-09-17T00:00:00,2024-03-23T10:00:00
Customer_0277,customer0277@example.com,0900000277,NhaTrang,49068342,35,silver,2023-08-03T00:00:00,2024-08-28T10:00:00
Customer_0278,customer0278@example.com,0900000278,VungTau,32182047,130,silver,2023-03-03T00:00:00,2025-07-08T10:00:00
Customer_0279,customer0279@example.com,0900000279,BinhDuong,42269182,17,silver,2024-05-11T00:00:00,2024-11-25T10:00:00
Customer_0280,customer0280@example.com,0900000280,BacNinh,27714516,11,silver,2023-06-15T00:00:00,2025-05-12T10:00:00
Customer_0281,customer0281@example.com,0900000281,HaNoi,37300275,153,silver,2024-12-08T00:00:00,2024-09-26T10:00:00
Customer_0282,customer0282@example.com,0900000282,HoChiMinh,39399915,126,silver,2023-02-02T00:00:00,2024-07-01T10:00:00
Customer_0283,customer0283@example.com,0900000283,DaNang,35492471,53,silver,2024-11-29T00:00:00,2024-04-27T10:00:00
Customer_0284,customer0284@example.com,0900000284,HaiPhong,44845202,157,silver,2024-05-20T00:00:00,2024-03-12T10:00:00
Customer_0285,customer0285@example.com,0900000285,CanTho,22650752,13,silver,2023-09-06T00:00:00,2024-07-28T10:00:00
Customer_0286,customer0286@example.com,0900000286,Hue,24860920,198,silver,2025-05-06T00:00:00,2025-03-17T10:00:00
Customer_0287,customer0287@example.com,0900000287,NhaTrang,49907735,24,silver,2024-02-03T00:00:00,2025-07-15T10:00:00
Customer_0288,customer0288@example.com,0900000288,VungTau,43391014,196,silver,2024-05-24T00:00:00,2025-12-17T10:00:00
Customer_0289,customer0289@example.com,0900000289,BinhDuong,45582472,207,silver,2023-02-28T00:00:00,2025-05-12T10:00:00
Customer_0290,customer0290@example.com,0900000290,BacNinh,34473105,200,silver,2023-10-03T00:00:00,2024-11-28T10:00:00
Customer_0291,customer0291@example.com,0900000291,HaNoi,29449227,109,silver,2023-08-31T00:00:00,2024-03-20T10:00:00
Customer_0292,customer0292@example.com,0900000292,HoChiMinh,27878490,228,silver,2024-04-16T00:00:00,2024-08-14T10:00:00
Customer_0293,customer0293@example.com,0900000293,DaNang,29283058,187,silver,2023-10-13T00:00:00,2024-08-01T10:00:00
Customer_0294,customer0294@example.com,0900000294,HaiPhong,22243732,47,silver,2025-07-10T00:00:00,2025-02-09T10:00:00
Customer_0295,customer0295@example.com,0900000295,CanTho,28516721,176,silver,2024-01-23T00:00:00,2025-02-24T10:00:00
Customer_0296,customer0296@example.com,0900000296,Hue,48046078,241,silver,2024-01-13T00:00:00,2024-08-15T10:00:00
Customer_0297,customer0297@example.com,0900000297,NhaTrang,20283457,25,silver,2024-11-16T00:00:00,2025-02-15T10:00:00
Customer_0298,customer0298@example.com,0900000298,VungTau,37426104,244,silver,2024-10-17T00:00:00,2024-07-26T10:00:00
Customer_0299,customer0299@example.com,0900000299,BinhDuong,42531565,15,silver,2025-05-15T00:00:00,2025-06-21T10:00:00
Customer_0300,customer0300@example.com,0900000300,BacNinh,25094775,7,silver,2023-07-01T00:00:00,2025-07-30T10:00:00
Customer_0301,customer0301@example.com,0900000301,HaNoi,49496695,11,silver,2024-02-20T00:00:00,2024-12-19T10:00:00
Customer_0302,customer0302@example.com,0900000302,HoChiMinh,24897602,233,silver,2025-08-06T00:00:00,2025-12-05T10:00:00
Customer_0303,customer0303@example.com,0900000303,DaNang,23982102,86,silver,2025-06-03T00:00:00,2024-11-01T10:00:00
Customer_0304,customer0304@example.com,0900000304,HaiPhong,45956123,87,silver,2023-09-23T00:00:00,2024-01-16T10:00:00
Customer_0305,customer0305@example.com,0900000305,CanTho,43248458,157,silver,2024-10-01T00:00:00,2025-09-03T10:00:00
Customer_0306,customer0306@example.com,0900000306,Hue,28057175,227,silver,2024-06-05T00:00:00,2025-05-30T10:00:00
Customer_0307,customer0307@example.com,0900000307,NhaTrang,46296158,224,silver,2023-09-13T00:00:00,2024-06-10T10:00:00
Customer_0308,customer0308@example.com,0900000308,VungTau,36549962,12,silver,2025-06-08T00:00:00,2024-08-29T10:00:00
Customer_0309,customer0309@example.com,0900000309,BinhDuong,44598983,147,silver,2023-01-24T00:00:00,2025-08-10T10:00:00
Customer_0310,customer0310@example.com,0900000310,BacNinh,49966636,46,silver,2025-07-09T00:00:00,2024-02-23T10:00:00
Customer_0311,customer0311@example.com,0900000311,HaNoi,25556332,153,silver,2025-01-03T00:00:00,2024-11-12T10:00:00
Customer_0312,customer0312@example.com,0900000312,HoChiMinh,25961801,187,silver,2025-03-11T00:00:00,2024-08-16T10:00:00
Customer_0313,customer0313@example.com,0900000313,DaNang,41074799,15,silver,2025-01-09T00:00:00,2024-09-08T10:00:00
Customer_0314,customer0314@example.com,0900000314,HaiPhong,42357465,124,silver,2025-12-16T00:00:00,2025-11-03T10:00:00
Customer_0315,customer0315@example.com,0900000315,CanTho,30476303,204,silver,2025-12-21T00:00:00,2025-02-20T10:00:00
Customer_0316,customer0316@example.com,0900000316,Hue,29227790,222,silver,2023-02-21T00:00:00,2025-02-12T10:00:00
Customer_0317,customer0317@example.com,0900000317,NhaTrang,41929999,83,silver,2024-12-13T00:00:00,2024-01-31T10:00:00
Customer_0318,customer0318@example.com,0900000318,VungTau,31541694,51,silver,2025-09-04T00:00:00,2024-06-06T10:00:00
Customer_0319,customer0319@example.com,0900000319,BinhDuong,48892368,156,silver,2023-10-16T00:00:00,2024-03-06T10:00:00
Customer_0320,customer0320@example.com,0900000320,BacNinh,31081595,19,silver,2023-07-30T00:00:00,2024-01-25T10:00:00
Customer_0321,customer0321@example.com,0900000321,HaNoi,27745679,5,silver,2025-06-01T00:00:00,2025-12-05T10:00:00
Customer_0322,customer0322@example.com,0900000322,HoChiMinh,34209294,171,silver,2024-10-25T00:00:00,2025-01-31T10:00:00
Customer_0323,customer0323@example.com,0900000323,DaNang,25569415,223,silver,2023-06-03T00:00:00,2025-04-04T10:00:00
Customer_0324,customer0324@example.com,0900000324,HaiPhong,38744543,219,silver,2025-06-17T00:00:00,2024-02-17T10:00:00
Customer_0325,customer0325@example.com,0900000325,CanTho,27399260,53,silver,2025-01-26T00:00:00,2024-07-30T10:00:00
Customer_0326,customer0326@example.com,0900000326,Hue,27615646,100,silver,2023-03-07T00:00:00,2024-03-18T10:00:00
Customer_0327,customer0327@example.com,0900000327,NhaTrang,36241894,118,silver,2025-10-08T00:00:00,2025-06-15T10:00:00
Customer_0328,customer0328@example.com,0900000328,VungTau,22999459,209,silver,2024-04-04T00:00:00,2025-06-05T10:00:00
Customer_0329,customer0329@example.com,0900000329,BinhDuong,20331364,58,silver,2025-06-28T00:00:00,2024-05-09T10:00:00
Customer_0330,customer0330@example.com,0900000330,BacNinh,34161834,109,silver,2024-08-08T00:00:00,2025-12-21T10:00:00
Customer_0331,customer0331@example.com,0900000331,HaNoi,38600439,140,silver,2023-11-16T00:00:00,2024-12-27T10:00:00
Customer_0332,customer0332@example.com,0900000332,HoChiMinh,46446643,34,silver,2023-11-06T00:00:00,2025-02-11T10:00:00
Customer_0333,customer0333@example.com,0900000333,DaNang,46062189,211,silver,2025-06-02T00:00:00,2025-10-25T10:00:00
Customer_0334,customer0334@example.com,0900000334,HaiPhong,20901925,149,silver,2025-06-16T00:00:00,2025-11-14T10:00:00
Customer_0335,customer0335@example.com,0900000335,CanTho,49106140,139,silver,2024-02-07T00:00:00,2024-01-05T10:00:00
Customer_0336,customer0336@example.com,0900000336,Hue,37721096,50,silver,2025-11-08T00:00:00,2024-04-24T10:00:00
Customer_0337,customer0337@example.com,0900000337,NhaTrang,48600356,63,silver,2024-03-04T00:00:00,2024-04-01T10:00:00
Customer_0338,customer0338@example.com,0900000338,VungTau,24707106,38,silver,2023-12-28T00:00:00,2025-09-02T10:00:00
Customer_0339,customer0339@example.com,0900000339,BinhDuong,47043419,222,silver,2023-03-03T00:00:00,2025-03-17T10:00:00
Customer_0340,customer0340@example.com,0900000340,BacNinh,38540717,126,silver,2023-09-26T00:00:00,2025-06-12T10:00:00
Customer_0341,customer0341@example.com,0900000341,HaNoi,30891068,209,silver,2025-03-22T00:00:00,2025-06-13T10:00:00
Customer_0342,customer0342@example.com,0900000342,HoChiMinh,29468479,66,silver,2023-12-31T00:00:00,2024-07-28T10:00:00
Customer_0343,customer0343@example.com,0900000343,DaNang,38633273,42,silver,2023-12-27T00:00:00,2024-06-13T10:00:00
Customer_0344,customer0344@example.com,0900000344,HaiPhong,48670915,143,silver,2025-11-02T00:00:00,2024-03-05T10:00:00
Customer_0345,customer0345@example.com,0900000345,CanTho,44477581,93,silver,2024-04-16T00:00:00,2024-07-14T10:00:00
Customer_0346,customer0346@example.com,0900000346,Hue,33951055,16,silver,2023-08-29T00:00:00,2024-04-16T10:00:00
Customer_0347,customer0347@example.com,0900000347,NhaTrang,28996185,68,silver,2023-08-06T00:00:00,2025-09-07T10:00:00
Customer_0348,customer0348@example.com,0900000348,VungTau,34809800,198,silver,2024-01-30T00:00:00,2024-06-05T10:00:00
Customer_0349,customer0349@example.com,0900000349,BinhDuong,39201942,174,silver,2024-02-29T00:00:00,2024-12-25T10:00:00
Customer_0350,customer0350@example.com,0900000350,BacNinh,34228718,61,silver,2025-01-23T00:00:00,2025-12-01T10:00:00
Customer_0351,customer0351@example.com,0900000351,HaNoi,31213906,60,silver,2024-06-14T00:00:00,2024-12-06T10:00:00
Customer_0352,customer0352@example.com,0900000352,HoChiMinh,39384813,222,silver,2024-05-21T00:00:00,2024-02-22T10:00:00
Customer_0353,customer0353@example.com,0900000353,DaNang,40565137,26,silver,2023-07-17T00:00:00,2025-04-01T10:00:00
Customer_0354,customer0354@example.com,0900000354,HaiPhong,44408670,244,silver,2024-09-02T00:00:00,2024-06-21T10:00:00
Customer_0355,customer0355@example.com,0900000355,CanTho,44986576,92,silver,2024-08-22T00:00:00,2024-11-12T10:00:00
Customer_0356,customer0356@example.com,0900000356,Hue,47356885,94,silver,2023-07-10T00:00:00,2025-10-05T10:00:00
Customer_0357,customer0357@example.com,0900000357,NhaTrang,40227854,184,silver,2025-09-12T00:00:00,2025-01-14T10:00:00
Customer_0358,customer0358@example.com,0900000358,VungTau,31969196,70,silver,2025-07-21T00:00:00,2024-09-14T10:00:00
Customer_0359,customer0359@example.com,0900000359,BinhDuong,29040438,18,silver,2023-12-30T00:00:00,2025-09-06T10:00:00
Customer_0360,customer0360@example.com,0900000360,BacNinh,27684926,136,silver,2023-02-18T00:00:00,2024-09-20T10:00:00
Customer_0361,customer0361@example.com,0900000361,HaNoi,34561798,18,silver,2023-04-19T00:00:00,2025-02-03T10:00:00
Customer_0362,customer0362@example.com,0900000362,HoChiMinh,45029487,93,silver,2025-05-11T00:00:00,2024-04-28T10:00:00
Customer_0363,customer0363@example.com,0900000363,DaNang,25207181,81,silver,2024-09-24T00:00:00,2024-07-15T10:00:00
Customer_0364,customer0364@example.com,0900000364,HaiPhong,40500915,37,silver,2023-01-20T00:00:00,2024-05-18T10:00:00
Customer_0365,customer0365@example.com,0900000365,CanTho,40895791,210,silver,2023-11-27T00:00:00,2024-10-11T10:00:00
Customer_0366,customer0366@example.com,0900000366,Hue,26305996,174,silver,2025-01-07T00:00:00,2025-11-22T10:00:00
Customer_0367,customer0367@example.com,0900000367,NhaTrang,29741675,194,silver,2023-12-28T00:00:00,2025-06-20T10:00:00
Customer_0368,customer0368@example.com,0900000368,VungTau,46952685,126,silver,2024-05-20T00:00:00,2024-08-22T10:00:00
Customer_0369,customer0369@example.com,0900000369,BinhDuong,47977211,33,silver,2024-09-30T00:00:00,2024-03-16T10:00:00
Customer_0370,customer0370@example.com,0900000370,BacNinh,36675041,207,silver,2023-11-05T00:00:00,2024-04-27T10:00:00
Customer_0371,customer0371@example.com,0900000371,HaNoi,41896111,53,silver,2025-03-20T00:00:00,2025-03-27T10:00:00
Customer_0372,customer0372@example.com,0900000372,HoChiMinh,36215077,152,silver,2025-01-14T00:00:00,2025-08-29T10:00:00
Customer_0373,customer0373@example.com,0900000373,DaNang,40358273,206,silver,2024-12-24T00:00:00,2025-04-21T10:00:00
Customer_0374,customer0374@example.com,0900000374,HaiPhong,27087845,47,silver,2025-09-10T00:00:00,2024-03-10T10:00:00
Customer_0375,customer0375@example.com,0900000375,CanTho,27587914,180,silver,2025-07-09T00:00:00,2025-05-12T10:00:00
Customer_0376,customer0376@example.com,0900000376,Hue,35713518,119,silver,2025-06-30T00:00:00,2024-02-03T10:00:00
Customer_0377,customer0377@example.com,0900000377,NhaTrang,38199916,59,silver,2024-10-11T00:00:00,2025-09-23T10:00:00
Customer_0378,customer0378@example.com,0900000378,VungTau,35263003,17,silver,2023-11-08T00:00:00,2025-11-03T10:00:00
Customer_0379,customer0379@example.com,0900000379,BinhDuong,23726820,159,silver,2023-07-17T00:00:00,2025-05-17T10:00:00
Customer_0380,customer0380@example.com,0900000380,BacNinh,40337484,128,silver,2024-07-21T00:00:00,2024-05-09T10:00:00
Customer_0381,customer0381@example.com,0900000381,HaNoi,44684842,233,silver,2023-12-23T00:00:00,2024-10-28T10:00:00
Customer_0382,customer0382@example.com,0900000382,HoChiMinh,32010129,214,silver,2025-10-26T00:00:00,2024-02-12T10:00:00
Customer_0383,customer0383@example.com,0900000383,DaNang,33937707,44,silver,2024-01-06T00:00:00,2024-11-10T10:00:00
Customer_0384,customer0384@example.com,0900000384,HaiPhong,38812709,105,silver,2025-12-10T00:00:00,2025-12-25T10:00:00
Customer_0385,customer0385@example.com,0900000385,CanTho,47703580,129,silver,2023-12-28T00:00:00,2025-09-20T10:00:00
Customer_0386,customer0386@example.com,0900000386,Hue,43254024,98,silver,2023-01-16T00:00:00,2024-02-01T10:00:00
Customer_0387,customer0387@example.com,0900000387,NhaTrang,30569599,60,silver,2024-04-16T00:00:00,2024-02-13T10:00:00
Customer_0388,customer0388@example.com,0900000388,VungTau,39790995,75,silver,2024-01-01T00:00:00,2025-02-23T10:00:00
Customer_0389,customer0389@example.com,0900000389,BinhDuong,36158363,207,silver,2024-05-05T00:00:00,2024-02-10T10:00:00
Customer_0390,customer0390@example.com,0900000390,BacNinh,24493313,15,silver,2023-02-17T00:00:00,2025-03-02T10:00:00
Customer_0391,customer0391@example.com,0900000391,HaNoi,38099844,230,silver,2024-02-07T00:00:00,2025-02-11T10:00:00
Customer_0392,customer0392@example.com,0900000392,HoChiMinh,42156435,80,silver,2025-02-02T00:00:00,2025-11-10T10:00:00
Customer_0393,customer0393@example.com,0900000393,DaNang,49730909,139,silver,2023-05-14T00:00:00,2024-01-07T10:00:00
Customer_0394,customer0394@example.com,0900000394,HaiPhong,31172962,156,silver,2025-07-19T00:00:00,2024-02-21T10:00:00
Customer_0395,customer0395@example.com,0900000395,CanTho,39556638,1,silver,2023-01-27T00:00:00,2025-11-02T10:00:00
Customer_0396,customer0396@example.com,0900000396,Hue,47117665,128,silver,2023-07-27T00:00:00,2024-05-11T10:00:00
Customer_0397,customer0397@example.com,0900000397,NhaTrang,29849803,172,silver,2025-06-13T00:00:00,2025-04-26T10:00:00
Customer_0398,customer0398@example.com,0900000398,VungTau,45109904,115,silver,2023-12-06T00:00:00,2024-06-24T10:00:00
Customer_0399,customer0399@example.com,0900000399,BinhDuong,42024135,246,silver,2024-02-12T00:00:00,2025-07-14T10:00:00
Customer_0400,customer0400@example.com,0900000400,BacNinh,42958763,167,silver,2025-04-05T00:00:00,2024-09-24T10:00:00
Customer_0401,customer0401@example.com,0900000401,HaNoi,27099191,187,silver,2024-07-31T00:00:00,2025-01-26T10:00:00
Customer_0402,customer0402@example.com,0900000402,HoChiMinh,47409165,198,silver,2024-06-13T00:00:00,2024-11-28T10:00:00
Customer_0403,customer0403@example.com,0900000403,DaNang,20803691,121,silver,2025-08-13T00:00:00,2025-09-10T10:00:00
Customer_0404,customer0404@example.com,0900000404,HaiPhong,46623756,115,silver,2025-03-21T00:00:00,2025-06-26T10:00:00
Customer_0405,customer0405@example.com,0900000405,CanTho,32120422,244,silver,2025-07-21T00:00:00,2024-05-19T10:00:00
Customer_0406,customer0406@example.com,0900000406,Hue,22683676,100,silver,2024-08-22T00:00:00,2025-09-16T10:00:00
Customer_0407,customer0407@example.com,0900000407,NhaTrang,48994761,148,silver,2025-12-26T00:00:00,2025-10-28T10:00:00
Customer_0408,customer0408@example.com,0900000408,VungTau,38286540,117,silver,2024-10-22T00:00:00,2024-12-12T10:00:00
Customer_0409,customer0409@example.com,0900000409,BinhDuong,42247244,131,silver,2025-05-25T00:00:00,2025-05-18T10:00:00
Customer_0410,customer0410@example.com,0900000410,BacNinh,39232534,228,silver,2024-10-23T00:00:00,2024-05-29T10:00:00
Customer_0411,customer0411@example.com,0900000411,HaNoi,46001132,12,silver,2024-09-08T00:00:00,2025-08-21T10:00:00
Customer_0412,customer0412@example.com,0900000412,HoChiMinh,40144352,110,silver,2024-01-07T00:00:00,2024-03-25T10:00:00
Customer_0413,customer0413@example.com,0900000413,DaNang,43129851,186,silver,2025-10-11T00:00:00,2025-05-04T10:00:00
Customer_0414,customer0414@example.com,0900000414,HaiPhong,44993189,74,silver,2023-01-02T00:00:00,2024-05-28T10:00:00
Customer_0415,customer0415@example.com,0900000415,CanTho,32546068,124,silver,2024-02-08T00:00:00,2024-04-02T10:00:00
Customer_0416,customer0416@example.com,0900000416,Hue,28759136,92,silver,2025-06-28T00:00:00,2024-04-08T10:00:00
Customer_0417,customer0417@example.com,0900000417,NhaTrang,25518095,248,silver,2024-06-19T00:00:00,2025-11-09T10:00:00
Customer_0418,customer0418@example.com,0900000418,VungTau,31091342,245,silver,2023-01-08T00:00:00,2025-07-11T10:00:00
Customer_0419,customer0419@example.com,0900000419,BinhDuong,32138285,52,silver,2024-07-30T00:00:00,2024-10-05T10:00:00
Customer_0420,customer0420@example.com,0900000420,BacNinh,24026234,197,silver,2025-11-14T00:00:00,2025-01-29T10:00:00
Customer_0421,customer0421@example.com,0900000421,HaNoi,28681473,178,silver,2025-11-26T00:00:00,2025-05-14T10:00:00
Customer_0422,customer0422@example.com,0900000422,HoChiMinh,39025668,10,silver,2025-11-24T00:00:00,2025-09-20T10:00:00
Customer_0423,customer0423@example.com,0900000423,DaNang,40706157,156,silver,2023-12-08T00:00:00,2024-01-03T10:00:00
Customer_0424,customer0424@example.com,0900000424,HaiPhong,23380494,8,silver,2024-10-20T00:00:00,2024-03-10T10:00:00
Customer_0425,customer0425@example.com,0900000425,CanTho,48373956,204,silver,2023-03-24T00:00:00,2025-09-12T10:00:00
Customer_0426,customer0426@example.com,0900000426,Hue,45333298,141,silver,2024-11-07T00:00:00,2025-03-07T10:00:00
Customer_0427,customer0427@example.com,0900000427,NhaTrang,35909593,41,silver,2023-06-13T00:00:00,2025-06-20T10:00:00
Customer_0428,customer0428@example.com,0900000428,VungTau,24377499,190,silver,2024-10-30T00:00:00,2025-05-10T10:00:00
Customer_0429,customer0429@example.com,0900000429,BinhDuong,44431661,158,silver,2024-03-06T00:00:00,2024-03-11T10:00:00
Customer_0430,customer0430@example.com,0900000430,BacNinh,36315597,95,silver,2024-07-09T00:00:00,2025-10-16T10:00:00
Customer_0431,customer0431@example.com,0900000431,HaNoi,29078289,69,silver,2025-07-01T00:00:00,2024-12-28T10:00:00
Customer_0432,customer0432@example.com,0900000432,HoChiMinh,33021769,197,silver,2024-04-20T00:00:00,2024-10-11T10:00:00
Customer_0433,customer0433@example.com,0900000433,DaNang,44238856,36,silver,2024-09-20T00:00:00,2025-02-04T10:00:00
Customer_0434,customer0434@example.com,0900000434,HaiPhong,41729776,154,silver,2023-03-10T00:00:00,2025-10-10T10:00:00
Customer_0435,customer0435@example.com,0900000435,CanTho,47723454,223,silver,2025-08-08T00:00:00,2025-01-08T10:00:00
Customer_0436,customer0436@example.com,0900000436,Hue,43268505,233,silver,2025-11-09T00:00:00,2024-07-30T10:00:00
Customer_0437,customer0437@example.com,0900000437,NhaTrang,39837524,138,silver,2023-01-13T00:00:00,2025-05-04T10:00:00
Customer_0438,customer0438@example.com,0900000438,VungTau,27595941,149,silver,2023-02-15T00:00:00,2025-10-22T10:00:00
Customer_0439,customer0439@example.com,0900000439,BinhDuong,30899170,82,silver,2024-11-12T00:00:00,2024-04-05T10:00:00
Customer_0440,customer0440@example.com,0900000440,BacNinh,35422830,139,silver,2024-07-24T00:00:00,2024-09-22T10:00:00
Customer_0441,customer0441@example.com,0900000441,HaNoi,32201169,172,silver,2025-07-15T00:00:00,2024-11-19T10:00:00
Customer_0442,customer0442@example.com,0900000442,HoChiMinh,38674818,21,silver,2024-07-08T00:00:00,2024-12-31T10:00:00
Customer_0443,customer0443@example.com,0900000443,DaNang,46001703,129,silver,2024-01-17T00:00:00,2025-02-14T10:00:00
Customer_0444,customer0444@example.com,0900000444,HaiPhong,36032676,116,silver,2025-11-29T00:00:00,2025-02-14T10:00:00
Customer_0445,customer0445@example.com,0900000445,CanTho,34893391,48,silver,2024-02-24T00:00:00,2024-07-28T10:00:00
Customer_0446,customer0446@example.com,0900000446,Hue,28167029,30,silver,2024-05-29T00:00:00,2024-03-30T10:00:00
Customer_0447,customer0447@example.com,0900000447,NhaTrang,22915869,205,silver,2025-10-28T00:00:00,2024-08-07T10:00:00
Customer_0448,customer0448@example.com,0900000448,VungTau,33358901,245,silver,2023-02-18T00:00:00,2024-05-08T10:00:00
